"","HHID_unique","hh_size","tikina","province","sector","area","EA","class","date.interview","start.interview","end.interview","second.interview","reason.second","start.second","end.second","final.outcome","religion","language","any.child.dead","number.child.dead","tv","radio","refrigerator","telephone","bicycle","motorbike","car","truck","tractor","computer","internet","land","roofing","flooring","walling","overall.condition","other.households","number.households","toilet","water","distance.water","treat.water","how.treat","cooking.fuel","secondary.cooking","type.secondary","type.stove","where.cook","with.electricity","hrs.electricity","reliable.electricity","season.food","season.water","season.economic","place_in_HH","sex","relationship","age","age.categories","marital","disability3","disability.categories","ethnicity","ind.language","y.n.religion","ind.religion","seeing","hearing","walking","remembering","self.care","communicating","food.resources","resources.often","food.sleep","sleep.often","food.wholeday","wholeday.often","food.year","water.quantity","number.people","sleep.outdoors","nights.outdoors","illness.injury","affect.work","length.affect","time.exposure","health.exposure","rate.exposure","receive.care","not.seek","provider","skill","clean","available","respect","wait","location","hcprobs","given.birth","number.births","currently.preg","month.preg","prenatal.preg","provider.prenatal","prenatal.visits","planned.visits","reason.prenatal","where.prenatal","postnatal","care.postnatal","provider.postnatal","freq.postnatal","reason.postnatal","attend.postnatal","birth.postnatal","where.postnatal","attend.school","years.schooling","highest.schooling","read","read.english","check.read.english","read.fijian","check.read.other","write","write.english","check.write","write.other","check.write.other","arithmetic","check.add","check.multiply","toilet.facilities","second.toilet","type.second","support.amount","protect.amount","present.amount","ask","hit","beaten","force","amount","insult","future","access.contraception","methods","barriers","rubbish","sewage","pollution","stagnant","waste","traffic","noise","other","raise.issues","change","control.amount","typical","a.i.time","j.s.time","j.s.second","work.pay","kind.work","injury.work","effect.injury","harm.work","respect.paid","treated.respect","unpaid.work","kind.unpaid.work","injury.unpaid","effect.injury.unpaid","harm.unpaid","respect.unpaid","treated.unpaid","happy","satisfied","poor","how.poor","time.exposure.mins","a.i.time.mins","j.s.time.mins","j.s.second.mins","housing_roof","housing_floor","housing_wall","eprobs","score1.1.1","score1.1","score1","score1_cat","score2.1.1","score2.2.1","score2.3.1","score2.1","score2.2","score2.3","score2","score2_cat","score3.1.1","score3.1.2","score3.2.1","score3.1","score3.2","score3_cat","score4.1.1","score4.1.2","score4.2.1","score4.2","score4","score4_cat","score5.1.1","score5.1.2","score5.1","score5","score5_cat","score6.1.1","score6.1.2","score6.2.1","score6.1","score6.2","score6","score6_cat","score7.1.1","score7.1","score7","score7_cat","score8.1.1","score8.1","score8","score8_cat","score9.1.1","score9.1.2","score9.1","score9","score9_cat","score12.1.1","score12.1","score12","score12_cat","score13.1.1","score13.1.2","score13.1","score13.2.1","score13.2","score13","score13_cat","score14.1.1","score14.1","score14","score14_cat","score15.1.1","score15.1.2","score15.1.3","score15.1","score15.2.1","score15.2.2","score15.2","score15","score15_cat","score4.1","score3"
"875",498,2,15,3,0,0,30100000,0,220715,9.56,10.25,0,0,0,0,1,3,2,2,NA,1,2,2,1,2,2,2,2,2,2,2,2,10,2,15,3,2,NA,5,6,NA,2,NA,1,2,NA,1,2,1,3,3,2,3,2,1,1,1,23,1,1,0,4,1,1,1,3,1,1,1,1,1,1,1,1,2,NA,2,NA,1,3,"2",2,NA,4,2,4,0.15,1,3,1,NA,5,2,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"9",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,4,4,1,2,2,2,NA,1,2,2,NA,NA,2,2,2,1,2,2,2,2,4,4,4,1,13.3,10.3,1,1,14,1,4,3,3,3,1,3,2,NA,3,3,3,1,2,2,NA,15,810,630,60,0,0,0,1,1,1,1,1,3,3,1,3,3,1,2.33333333333333,2,3,1,NA,2,NA,2,3,2,2,2,2.25,2,2,NA,2,2,2,3,2,0,2.5,0,1.25,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2.5,2,2,2,2,2,3,1,NA,2,3,NA,3,2.5,2,2.5,2
"876",498,2,15,3,0,0,30100000,0,220715,9.56,10.25,0,0,0,0,1,3,2,2,NA,1,2,2,1,2,2,2,2,2,2,2,2,10,2,15,3,2,NA,5,6,NA,2,NA,1,2,NA,1,2,1,3,3,2,3,2,2,2,2,29,2,1,0,4,1,1,1,3,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,4,"2",2,NA,1,1,2,0.45,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"9",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,5,5,5,2,NA,NA,NA,NA,NA,NA,1,7,5,2,2,2,2,2,2,2,2,2,2,3,1,16,4,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,2,3,1,1,1,1,2,NA,45,960,240,NA,0,0,0,0,3,3,3,3,3,3,2,3,3,2,2.66666666666667,2,3,1,NA,2,NA,2,1,0,0,0,0.25,0,2,NA,2,2,2,3,2,0,2.5,0,1.25,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,0,NA,NA,0,0,1,0.5,0.25,0,0.5,2
"877",499,2,15,3,0,4,30100040,0,220715,10.1,10.2,0,0,0,0,1,4,2,2,NA,1,1,2,1,2,2,2,2,2,2,2,1,10,2,6,3,1,6,7,7,NA,2,NA,3,1,5,2,2,1,4,3,2,2,2,1,2,1,51,4,1,0,4,1,1,1,4,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,3,"2",2,NA,4,1,3,0.15,1,3,1,NA,5,2,2,2,2,2,2,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,3,4,4,1,2,2,2,NA,2,2,NA,NA,NA,1,2,2,2,2,2,2,2,4,4,5,1,8,16,0,1,4,2,NA,2,3,3,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,15,480,960,0,0,0,1,1,3,3,3,3,3,3,1,3,3,1,2.33333333333333,2,1,1,NA,1,NA,1,3,2,3,3,2.75,2,3,NA,3,3,3,3,2,0,2.5,0,1.25,1,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,2,3,NA,2.5,3,NA,3,2.75,2,2.5,1
"878",499,2,15,3,0,4,30100040,0,220715,10.1,10.2,0,0,0,0,1,4,2,2,NA,1,1,2,1,2,2,2,2,2,2,2,1,10,2,6,3,1,6,7,7,NA,2,NA,3,1,5,2,2,1,4,3,2,2,2,2,1,2,58,4,1,0,4,1,1,1,4,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,3,"1",2,NA,2,1,2,0.3,2,NA,1,NA,5,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"11",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,5,2,4,1,2,2,2,NA,1,1,2,NA,NA,2,2,2,2,2,2,2,2,3,3,4,2,13,11,0,1,2,2,NA,2,3,3,1,3,2,NA,2,3,3,2,2,2,NA,30,780,660,0,0,0,1,0,3,3,3,3,3,3,1,3,3,1,2.33333333333333,2,1,1,NA,1,NA,1,1,3,3,3,2.5,2,3,NA,3,3,3,3,2,0,2.5,0,1.25,1,3,3,3,3,3,3,3,3,0,2,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,NA,3,3,NA,3,3,3,2,1
"879",500,2,15,3,0,4,30100040,0,220715,18.2,18.35,0,0,0,0,1,4,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2,10,7,10,5,2,NA,7,7,NA,1,1,3,1,6,1,2,1,8,4,1,1,2,1,1,1,43,3,1,0,4,1,1,1,4,1,1,1,1,1,1,2,NA,2,NA,2,NA,1,1,"1",1,"60",4,1,2,2,1,2,1,NA,5,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"7",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,5,5,5,2,NA,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,2,2,2,5,5,3,1,10.3,13.3,0,1,14,2,NA,1,4,4,1,3,1,4,2,4,4,1,1,1,3,120,630,810,0,0,0,0,0,2,2,2,2,3,3,0,3,3,0,2,2,3,3,0,3,0,1,3,1,3,3,2.5,2,2,NA,2,2,2,3,2,0,2.5,0,1.25,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,1,1,3,3,NA,3,1,NA,1,2,2,2,1.5
"880",500,2,15,3,0,4,30100040,0,220715,18.2,18.35,0,0,0,0,1,4,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2,10,7,10,5,2,NA,7,7,NA,1,1,3,1,6,1,2,1,8,4,1,1,2,2,2,2,41,3,1,0,4,1,1,1,4,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,1,2,4,2,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,1,6,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,NA,1,3,1,1,"14",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,5,5,4,1,2,2,2,NA,2,1,2,NA,NA,2,2,2,2,2,2,2,2,NA,NA,5,1,14,10,0,1,8,2,NA,4,4,4,1,3,2,NA,2,3,3,1,1,1,4,120,840,600,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,0,0,1.5,1,3,NA,3,3,3,3,2,0,2.5,0,1.25,1,3,3,3,3,3,3,3,3,3,2,2.5,2.5,2,3,3,3,3,NA,NA,NA,3,3,3,3,2,2,2,2,3,3,NA,3,3,NA,3,3,3,3,3
"881",501,2,2,13,0,10,130200100,0,220715,12.45,13.05,0,0,0,0,1,5,2,2,NA,2,2,2,1,2,2,2,2,2,1,2,1,10,2,15,5,2,NA,7,7,NA,2,NA,5,1,3,1,2,2,NA,NA,2,2,3,1,1,1,38,3,1,0,3,1,1,1,5,1,1,2,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,1,1,0.6,2,NA,1,NA,5,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"11",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,4,2,3,1,2,2,2,NA,2,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,3,2,15.15,8.45,0,1,5,2,NA,2,3,3,1,3,2,NA,2,3,3,3,3,1,3,60,915,525,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,2,2,2.5,2,3,NA,3,3,3,0,NA,3,0,3,1.5,1,2,2,2,2,2,2,2,2,0,1,0.5,0.5,0,2,2,2,2,1,1,1,1,1,1,1,3,3,3,3,2,3,NA,2.5,3,NA,3,2.75,2,3,3
"882",501,2,2,13,0,10,130200100,0,220715,12.45,13.05,0,0,0,0,1,5,2,2,NA,2,2,2,1,2,2,2,2,2,1,2,1,10,2,15,5,2,NA,7,7,NA,2,NA,5,1,3,1,2,2,NA,NA,2,2,3,2,2,2,37,3,1,0,4,1,1,1,5,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,2,4,1,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"15",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,4,4,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,NA,NA,4,2,13.3,10.3,0,1,8,2,NA,4,3,3,2,NA,NA,NA,NA,NA,NA,1,1,1,4,60,810,630,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,0,0,1.5,1,3,NA,3,3,3,0,NA,3,0,3,1.5,1,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,NA,NA,NA,2,2,2,2,2,2,2,2,3,3,NA,3,3,NA,3,3,3,3,3
"883",502,2,2,13,0,2,130200020,0,220715,15.3,15.45,0,0,0,0,1,6,2,2,NA,1,2,1,1,2,2,2,2,2,2,2,1,10,7,15,4,2,NA,5,7,NA,1,4,3,1,5,2,2,1,24,3,1,2,3,1,2,1,59,4,1,0,3,1,1,1,5,2,1,2,2,1,1,2,NA,2,NA,2,NA,2,4,"1",2,NA,2,1,3,5,1,2,1,NA,4,2,2,2,2,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"8",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,4,5,1,2,2,2,NA,1,2,NA,NA,NA,2,2,2,1,2,1,2,2,NA,NA,4,3,20.3,3.3,0,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,3,3,3,3,1,2,300,1230,210,0,0,0,0,2,3,3,3,3,3,3,2,3,3,2,2.66666666666667,2,3,3,NA,3,NA,3,2,1,3,3,2.25,2,2,NA,2,2,2,3,3,0,3,0,1.5,1,3,3,3,3,3,3,3,3,2,3,2.5,2.5,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,1.5,3
"884",502,2,2,13,0,2,130200020,0,220715,15.3,15.45,0,0,0,0,1,6,2,2,NA,1,2,1,1,2,2,2,2,2,2,2,1,10,7,15,4,2,NA,5,7,NA,1,4,3,1,5,2,2,1,24,3,1,2,3,2,1,2,62,4,1,0,3,1,1,1,5,2,1,1,1,1,1,2,NA,2,NA,2,NA,2,4,"1",2,NA,4,2,4,2,1,3,1,NA,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"9",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,4,3,4,1,2,2,2,NA,1,2,2,NA,NA,2,2,2,2,1,1,1,2,2,2,3,3,16.3,7.3,0,2,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,3,3,3,3,1,3,120,990,450,0,0,0,0,3,3,3,3,3,3,3,2,3,3,2,2.66666666666667,2,3,3,NA,3,NA,3,3,2,3,3,2.75,2,2,NA,2,2,2,3,3,0,3,0,1.5,1,2,2,2,2,2,2,2,2,1,2,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,2.5,3
"885",503,2,15,3,0,0,30100000,0,220715,11.12,11.22,0,0,0,0,1,6,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2,10,1,15,4,2,NA,1,1,5,2,NA,1,2,NA,1,4,2,NA,NA,1,3,1,1,2,1,61,4,1,1,3,1,1,1,6,1,1,3,1,1,1,2,NA,2,NA,2,NA,2,1,"1",2,NA,3,1,1,0.45,2,NA,1,NA,5,2,2,2,2,2,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,1,1,6,5,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,1,3,3,1,20,4,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,3,45,1200,240,NA,0,1,0,1,3,3,3,3,0,2,0,0,2,0,0.666666666666667,0,1,3,NA,2,NA,2,0,3,3,3,2.25,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,0.5,0.5,0,2,2,2,2,0,2,1,1,1,1,1,3,3,3,3,0,NA,NA,0,0,1,0.5,0.25,0,1.5,2
"886",503,2,15,3,0,0,30100000,0,220715,11.12,11.22,0,0,0,0,1,6,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,2,10,1,15,4,2,NA,1,1,5,2,NA,1,2,NA,1,4,2,NA,NA,1,3,1,2,1,2,50,3,1,0,3,1,1,1,1,2,1,1,1,1,1,2,NA,2,NA,2,NA,2,1,"1",2,NA,4,2,4,0.3,2,NA,1,NA,5,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"8",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,5,3,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,2,2,2,2,2,2,3,5,2,15,9,1,1,1,2,NA,2,3,3,1,3,2,NA,2,3,3,1,1,1,3,30,900,540,60,0,1,0,1,3,3,3,3,0,2,0,0,2,0,0.666666666666667,0,1,3,NA,2,NA,2,3,3,2,2,2.5,2,2,NA,2,2,2,0,NA,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,1,2,2,2,2,1,2,1.5,3,3,2.25,2,3,3,3,3,3,3,NA,3,3,NA,3,3,3,3,2
"887",504,2,2,13,0,12,130200120,0,220715,11.25,11.4,0,0,0,0,1,7,3,2,NA,1,1,1,1,1,2,1,2,1,1,1,1,10,7,10,5,1,2,7,7,NA,2,NA,3,1,6,1,2,1,24,4,1,2,2,1,1,1,56,4,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,3,"1",2,NA,3,1,1,0,NA,NA,1,NA,5,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4",5,1,1,2,NA,NA,1,1,2,NA,NA,1,2,NA,7,1,6,5,5,5,1,2,2,2,NA,1,2,2,NA,NA,2,2,1,2,2,1,1,2,3,3,4,1,17,7,NA,1,1,2,NA,3,4,4,1,3,2,NA,3,4,4,2,2,2,NA,0,1020,420,NA,0,0,0,3,3,3,3,3,3,3,1,3,3,1,2.33333333333333,2,3,3,NA,3,NA,3,0,3,2,2,1.75,1,1,1,1,1,1,3,3,0,3,0,1.5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,NA,3,3,NA,3,3,3,1.5,3
"888",504,2,2,13,0,12,130200120,0,220715,11.25,11.4,0,0,0,0,1,7,3,2,NA,1,1,1,1,1,2,1,2,1,1,1,1,10,7,10,5,1,2,7,7,NA,2,NA,3,1,6,1,2,1,24,4,1,2,2,2,2,2,41,3,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"3",2,NA,4,2,4,2,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"11",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,5,5,5,1,2,2,2,NA,2,2,2,NA,NA,2,2,2,1,2,2,2,2,1,1,4,1,11.3,12.3,0,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,2,3,3,1,1,2,NA,120,690,750,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,0,0,1.5,1,3,NA,3,3,3,3,3,0,3,0,1.5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,2,2,1,1,1,1,1,1,0,NA,NA,0,3,NA,3,1.5,1,3,3
"889",505,2,7,8,0,18,80400180,0,220715,17.1,17.18,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,2,2,1,10,7,7,5,2,NA,7,7,NA,2,NA,6,1,5,1,2,1,24,4,2,2,2,1,2,1,21,1,4,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,2,4,1,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"10",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,4,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,NA,NA,5,3,18,6,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,3,3,1,1,2,NA,60,1080,360,NA,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,1,3,NA,2,NA,2,3,3,0,0,1.5,1,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,NA,NA,NA,3,3,3,3,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,2
"890",505,2,7,8,0,18,80400180,0,220715,17.1,17.18,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,2,2,1,10,7,7,5,2,NA,7,7,NA,2,NA,6,1,5,1,2,1,24,4,2,2,2,2,1,2,27,2,4,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,1,2,2,1,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"15",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,4,4,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,2,2,1,1,1,2,2,4,2,15,9,NA,1,8,2,NA,2,3,3,1,3,2,NA,1,3,3,2,2,2,NA,60,900,540,NA,0,0,1,6,3,3,3,3,3,3,3,3,3,3,3,3,1,3,NA,2,NA,2,3,3,0,0,1.5,1,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,2,2,1.5,1,3,3,3,3,3,3,NA,3,3,NA,3,3,3,3,2
"891",506,2,7,8,0,24,80400240,0,220715,10.15,10.3,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,2,2,1,10,7,10,5,2,NA,7,7,NA,2,NA,5,2,NA,1,2,1,24,4,3,3,2,1,1,1,63,4,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,1,2,0,NA,NA,1,NA,5,2,1,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"16",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,4,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,1,1,4,1,17.3,6.3,1.3,2,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,3,3,1,1,2,NA,0,1050,390,90,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,1,1,2,2,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,0,0,0,2,2,1,1,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,3
"892",506,2,7,8,0,24,80400240,0,220715,10.15,10.3,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,2,2,1,10,7,10,5,2,NA,7,7,NA,2,NA,5,2,NA,1,2,1,24,4,3,3,2,2,2,2,62,4,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,1,2,3,2,NA,1,NA,5,2,1,1,2,1,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"16",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,4,1,17,7,4,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,3,3,1,1,2,NA,180,1020,420,240,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,1,1,2,2,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,0,0,0,2,2,1,1,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,3
"893",507,2,8,1,0,55,10100550,0,220715,12.34,13.03,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,2,2,1,10,8,6,4,2,NA,7,7,NA,2,NA,5,1,6,1,2,1,24,4,3,2,3,1,1,1,63,4,1,0,3,2,2,1,7,1,2,1,1,1,1,2,NA,2,NA,2,NA,2,3,"1",2,NA,4,1,1,0,NA,NA,1,NA,7,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"9",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,1,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,1,1,2,1,1,5,3,16.3,7.3,0,2,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,3,3,1,1,2,NA,0,990,450,0,0,0,1,2,3,3,3,3,3,3,1,3,3,1,2.33333333333333,2,1,3,NA,2,NA,2,3,3,3,3,3,3,2,NA,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,2,2,2,2,0,0,0,3,3,1.5,1,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,2
"894",507,2,8,1,0,55,10100550,0,220715,12.34,13.03,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,2,2,1,10,8,6,4,2,NA,7,7,NA,2,NA,5,1,6,1,2,1,24,4,3,2,3,2,2,2,54,4,1,0,3,2,2,1,7,1,1,2,1,1,1,2,NA,2,NA,2,NA,2,3,"1",2,NA,4,1,3,2,1,2,1,NA,5,2,2,1,2,1,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"12",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,5,5,1,2,2,2,NA,1,2,NA,NA,NA,2,2,2,2,2,2,2,2,5,5,4,1,19.3,4.3,0,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,3,3,2,2,2,NA,120,1170,270,0,0,0,1,0,3,3,3,3,3,3,1,3,3,1,2.33333333333333,2,1,3,NA,2,NA,2,3,1,2,2,2,2,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2.5,2,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,2,2
